feta_cheese,lemon_peel,{'weight': 1}
feta_cheese,lettuce,{'weight': 1}
feta_cheese,soy_sauce,{'weight': 1}
feta_cheese,sage,{'weight': 2}
feta_cheese,vegetable_oil,{'weight': 1}
feta_cheese,seed,{'weight': 1}
feta_cheese,anise,{'weight': 1}
feta_cheese,violet,{'weight': 1}
feta_cheese,basil,{'weight': 2}
feta_cheese,whole_grain_wheat_flour,{'weight': 1}
feta_cheese,milk_fat,{'weight': 1}
feta_cheese,fennel,{'weight': 1}
feta_cheese,pimento,{'weight': 1}
feta_cheese,almond,{'weight': 2}
feta_cheese,watermelon,{'weight': 1}
feta_cheese,corn_flake,{'weight': 1}
feta_cheese,wheat,{'weight': 1}
feta_cheese,olive_oil,{'weight': 2}
feta_cheese,chinese_cabbage,{'weight': 2}
feta_cheese,sesame_oil,{'weight': 1}
feta_cheese,vegetable,{'weight': 1}
feta_cheese,beet,{'weight': 1}
feta_cheese,lemon_juice,{'weight': 1}
feta_cheese,grape_juice,{'weight': 1}
feta_cheese,beef_broth,{'weight': 1}
feta_cheese,macaroni,{'weight': 1}
feta_cheese,lime_juice,{'weight': 1}
feta_cheese,japanese_plum,{'weight': 1}
feta_cheese,turmeric,{'weight': 2}
feta_cheese,yam,{'weight': 1}
rosemary,sauerkraut,{'weight': 1}
rosemary,raisin,{'weight': 2}
rosemary,bread,{'weight': 1}
rosemary,pimenta,{'weight': 1}
rosemary,oat,{'weight': 2}
rosemary,cider,{'weight': 1}
rosemary,sesame_seed,{'weight': 2}
rosemary,star_anise,{'weight': 2}
rosemary,chive,{'weight': 1}
rosemary,vinegar,{'weight': 1}
rosemary,roasted_sesame_seed,{'weight': 2}
rosemary,nut,{'weight': 1}
rosemary,watermelon,{'weight': 2}
rosemary,lemon_peel,{'weight': 2}
rosemary,pea,{'weight': 2}
rosemary,almond,{'weight': 1}
rosemary,walnut,{'weight': 1}
rosemary,bay,{'weight': 1}
rosemary,egg,{'weight': 2}
rosemary,buttermilk,{'weight': 1}
rosemary,brandy,{'weight': 1}
rosemary,pistachio,{'weight': 1}
rosemary,fenugreek,{'weight': 2}
rosemary,onion,{'weight': 1}
rosemary,cream,{'weight': 2}
rosemary,oyster,{'weight': 1}
rosemary,sake,{'weight': 1}
rosemary,hazelnut,{'weight': 1}
rosemary,cilantro,{'weight': 2}
rosemary,pumpkin,{'weight': 1}
rosemary,white_bread,{'weight': 1}
rosemary,mustard,{'weight': 2}
soybean,vegetable_oil,{'weight': 1}
soybean,lard,{'weight': 1}
soybean,pimento,{'weight': 1}
soybean,sesame_oil,{'weight': 2}
soybean,chicory,{'weight': 1}
soybean,vegetable,{'weight': 1}
soybean,grape_juice,{'weight': 1}
soybean,sage,{'weight': 2}
soybean,palm,{'weight': 2}
soybean,lentil,{'weight': 1}
soybean,beef_broth,{'weight': 2}
soybean,watermelon,{'weight': 2}
soybean,shallot,{'weight': 2}
soybean,chinese_cabbage,{'weight': 2}
soybean,yam,{'weight': 1}
soybean,zucchini,{'weight': 1}
soybean,soy_sauce,{'weight': 1}
soybean,japanese_plum,{'weight': 2}
soybean,violet,{'weight': 1}
soybean,olive_oil,{'weight': 2}
soybean,lime_juice,{'weight': 1}
soybean,cane_molasses,{'weight': 1}
soybean,chicken_broth,{'weight': 1}
soybean,star_anise,{'weight': 1}
soybean,wheat,{'weight': 1}
leek,lemongrass,{'weight': 1}
leek,lemon_peel,{'weight': 1}
leek,olive_oil,{'weight': 2}
leek,sesame_seed,{'weight': 1}
leek,dill,{'weight': 2}
leek,currant,{'weight': 2}
leek,fenugreek,{'weight': 1}
leek,sesame_oil,{'weight': 1}
leek,vegetable_oil,{'weight': 1}
leek,violet,{'weight': 1}
leek,vegetable,{'weight': 1}
leek,marjoram,{'weight': 1}
leek,cassava,{'weight': 1}
leek,roasted_sesame_seed,{'weight': 1}
leek,japanese_plum,{'weight': 1}
leek,palm,{'weight': 1}
leek,cinnamon,{'weight': 2}
leek,nutmeg,{'weight': 1}
pork,sesame_oil,{'weight': 2}
pork,chive,{'weight': 2}
pork,olive_oil,{'weight': 1}
pork,chickpea,{'weight': 1}
pork,pimento,{'weight': 1}
pork,anise,{'weight': 2}
pork,chicken_broth,{'weight': 1}
pork,lard,{'weight': 1}
pork,lemon_peel,{'weight': 2}
pork,turmeric,{'weight': 1}
pork,pepper,{'weight': 1}
pork,tabasco_pepper,{'weight': 1}
pork,black_pepper,{'weight': 1}
pork,yam,{'weight': 1}
pork,japanese_plum,{'weight': 1}
pork,basil,{'weight': 1}
pork,violet,{'weight': 1}
pork,palm,{'weight': 2}
pork,lettuce,{'weight': 2}
pork,lime_juice,{'weight': 1}
pork,seed,{'weight': 1}
pork,fennel,{'weight': 1}
pork,sage,{'weight': 1}
pork,green_bell_pepper,{'weight': 1}
pork,cayenne,{'weight': 1}
pork,beet,{'weight': 1}
dill,star_anise,{'weight': 2}
dill,onion,{'weight': 2}
dill,radish,{'weight': 2}
dill,shallot,{'weight': 1}
dill,oregano,{'weight': 1}
dill,yogurt,{'weight': 2}
dill,palm,{'weight': 1}
dill,pumpkin,{'weight': 2}
dill,pistachio,{'weight': 2}
dill,hazelnut,{'weight': 2}
dill,watermelon,{'weight': 2}
dill,lettuce,{'weight': 2}
dill,buttermilk,{'weight': 1}
dill,truffle,{'weight': 2}
dill,walnut,{'weight': 2}
dill,vinegar,{'weight': 1}
dill,nut,{'weight': 2}
dill,sauerkraut,{'weight': 2}
dill,sweet_potato,{'weight': 2}
dill,lemon_juice,{'weight': 1}
dill,cilantro,{'weight': 2}
tuna,cayenne,{'weight': 2}
tuna,almond,{'weight': 2}
tuna,beef_broth,{'weight': 2}
tuna,wheat,{'weight': 1}
tuna,tabasco_pepper,{'weight': 2}
tuna,green_bell_pepper,{'weight': 2}
tuna,sesame_oil,{'weight': 2}
tuna,palm,{'weight': 2}
tuna,fennel,{'weight': 1}
tuna,grape_juice,{'weight': 1}
tuna,anise,{'weight': 1}
tuna,cumin,{'weight': 1}
tuna,pepper,{'weight': 2}
tuna,japanese_plum,{'weight': 1}
tuna,lemon_peel,{'weight': 1}
tuna,violet,{'weight': 1}
tuna,chickpea,{'weight': 1}
tuna,lard,{'weight': 1}
lemon_juice,cheddar_cheese,{'weight': 1}
lemon_juice,shiitake,{'weight': 1}
lemon_juice,vanilla,{'weight': 1}
lemon_juice,sesame_seed,{'weight': 1}
lemon_juice,orange,{'weight': 2}
lemon_juice,mushroom,{'weight': 1}
lemon_juice,egg,{'weight': 1}
lemon_juice,roasted_sesame_seed,{'weight': 1}
lemon_juice,green_bell_pepper,{'weight': 1}
lemon_juice,beef,{'weight': 1}
lemon_juice,mint,{'weight': 1}
lemon_juice,bell_pepper,{'weight': 1}
lemon_juice,mozzarella_cheese,{'weight': 1}
lemon_juice,parmesan_cheese,{'weight': 1}
lemon_juice,black_pepper,{'weight': 1}
lemon_juice,pepper,{'weight': 1}
lemon_juice,matsutake,{'weight': 1}
lemon_juice,milk,{'weight': 1}
lemon_juice,coffee,{'weight': 1}
lemon_juice,blue_cheese,{'weight': 1}
lemon_juice,cream_cheese,{'weight': 1}
lemon_juice,roasted_beef,{'weight': 1}
lemon_juice,cayenne,{'weight': 1}
lemon_juice,romano_cheese,{'weight': 1}
lemon_juice,papaya,{'weight': 1}
lemon_juice,cheese,{'weight': 1}
lemon_juice,orange_juice,{'weight': 1}
lemon_juice,marjoram,{'weight': 1}
lemon_juice,vinegar,{'weight': 1}
lemon_juice,tabasco_pepper,{'weight': 1}
lemon_juice,cottage_cheese,{'weight': 1}
lemon_juice,clam,{'weight': 1}
cinnamon,fenugreek,{'weight': 2}
cinnamon,vinegar,{'weight': 2}
cinnamon,cider,{'weight': 2}
cinnamon,cabbage,{'weight': 1}
cinnamon,lime_juice,{'weight': 1}
cinnamon,watermelon,{'weight': 2}
cinnamon,turkey,{'weight': 2}
cinnamon,sesame_seed,{'weight': 2}
cinnamon,veal,{'weight': 2}
cinnamon,coconut,{'weight': 2}
cinnamon,cream,{'weight': 2}
